customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
2061-KLJYQ,Male,1,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),73.45,244.48,0,No
2062-QYKVD,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,63.98,560.19,1,No
2063-GUZNG,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.48,139.27,1,No
2064-XHAXV,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.45,2806.91,0,No
2065-DLXCM,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.62,720.6,4,Yes
2066-TFKWD,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.92,2890.6,0,No
2067-TPGVK,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.64,1457.93,1,Yes
2068-XAZGL,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.66,300.66,3,Yes
2069-GWGJP,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.1,664.22,1,No
2070-ZHIIB,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,382.09,2,Yes
2071-MMWWD,Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),22.35,1381.41,0,Yes
2072-YXLQB,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.07,64.93,3,No
2073-MROHO,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,67.1,728.18,0,Yes
2074-ATJLE,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,55.61,3803.53,0,No
2075-IWHPN,Male,1,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.14,373.04,0,Yes
2076-YMWUM,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),44.62,195.53,0,No
2077-EPZKV,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.65,2213.92,0,No
2078-EMKYS,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,40.46,383.67,2,No
2079-COGGF,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,70.84,1472.11,3,No
2080-CMGEW,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.96,1541.63,1,No
2081-RVHQT,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.64,893.68,2,No
2082-ANQJL,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,82.45,1884.89,0,No
2083-PNPHW,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.01,670.38,1,Yes
2084-JQRTP,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.56,3559.19,1,No
2085-QPSXX,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,65.46,2714.5,2,No
2086-HFFUI,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,43.33,440.82,1,No
2087-DZLLW,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,89.06,1095.6,1,No
2088-QOIGJ,Female,1,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,63.58,3097.98,2,No
2089-PLYGR,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.8,752.9,0,Yes
2090-OFZLK,Male,0,Yes,No,16,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.33,1062.18,3,No
2091-TCBFX,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),46.27,667.21,2,No
2092-VYERP,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.87,351.13,2,Yes
2093-HYZTV,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,34.36,471.17,2,No
2094-KJXYL,Male,0,No,Yes,51,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),47.3,2466.06,1,No
2095-UFTEW,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.55,828.38,2,No
2096-IZPVN,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,29.39,570.74,1,No
2097-VHTSN,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),52.9,238.08,0,Yes
2098-GERBK,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.7,438.41,3,Yes
2099-VHAVL,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),30.89,19.88,1,No
2100-BRGZQ,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.6,31.34,3,No
2101-VWNXG,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.86,1467.77,2,Yes
2102-VYCFT,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),36.23,612.3,0,No
2103-BQLLQ,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,190.95,0,No
2104-JCTRM,Male,0,No,Yes,72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,49.59,3596.05,4,No
2105-LQDWJ,Female,1,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.21,1002.48,2,No
2106-KFFIO,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,789.71,0,No
2107-BDEQH,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),52.29,370.31,2,No
2108-HVLUH,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.58,567.05,0,No
2109-SCRUS,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.63,1772.19,2,No
2110-SOFPH,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.72,18.0,0,No
2111-PRTPK,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,69.57,18.0,3,No
2112-GQQLM,Female,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.76,235.07,1,No
2113-JGNWA,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.94,201.87,2,No
2114-QDUET,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),24.32,627.29,2,No
2115-XWYGJ,Female,1,No,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.58,2009.86,2,No
2116-QGAGZ,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,241.81,0,Yes
2117-XKILC,Male,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.36,154.74,0,No
2118-DDYMW,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.79,4628.16,2,No
2119-SJEGX,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,83.35,2,No
2120-PALBG,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,85.8,3070.52,1,No
2121-KMBGO,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,74.69,5390.89,0,No
2122-YKBGD,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,121.04,2,No
2123-KBPGM,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.01,149.79,0,No
2124-EQULS,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.35,2023.02,0,No
2125-GFHME,Female,0,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.61,561.6,0,Yes
2126-BIKXF,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,128.77,1,No
2127-ZGYGS,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.6,1157.98,1,Yes
2128-FKKGB,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.19,523.79,2,Yes
2129-SDZFQ,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.68,5468.88,1,Yes
2130-YEGIY,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.32,45.24,1,No
2131-AASFR,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.38,370.96,2,No
2132-JKAAM,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.09,992.64,1,No
2133-ETATC,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,341.37,1,No
2134-RINQW,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,75.7,1724.37,2,Yes
2135-NDEZU,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.12,5611.25,0,Yes
2136-QVYBW,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.14,4210.52,2,Yes
2137-VEDDF,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),75.81,805.01,2,No
2138-TUMVE,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),67.13,1645.01,1,No
2139-WYZWG,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,80.72,0,Yes
2140-TANXD,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.33,618.66,2,Yes
2141-QUNPN,Female,1,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.93,365.09,0,No
2142-PXTHX,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.73,3132.98,0,No
2143-CYSAB,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.22,197.21,1,No
2144-OVJRV,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,62.95,2748.0,3,No
2145-NQMAE,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.64,323.61,3,No
2146-ZMYNX,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.44,2559.23,1,No
2147-COSQC,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,1302.31,2,Yes
2148-PNLLK,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,59.18,3463.95,2,No
2149-QHQUY,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.51,569.17,0,No
2150-WTKYY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.63,2227.33,1,No
2151-BJJKF,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.27,3326.38,3,No
2152-DXLKW,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,723.15,0,No
2153-WZYME,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.12,366.05,0,Yes
2154-FAFRV,Female,1,No,No,22,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),56.26,1265.07,3,No
2155-IXYOZ,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,53.77,446.34,1,No
2156-HSXPF,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.62,83.18,5,No
2157-FVCJA,Female,1,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.87,1032.98,0,No
2158-NDZLF,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.49,347.11,1,Yes
2159-KLJRG,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.35,682.91,2,Yes
2160-GKDTA,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.42,537.49,2,No
2161-MRIZX,Male,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,134.69,0,Yes
2162-XIWIJ,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.23,18.0,4,Yes
2163-BFOCK,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.78,764.3,0,No
2164-FCXKO,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.53,121.9,2,No
2165-MTJFO,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),48.65,1200.59,2,No
2166-YRRGO,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),46.7,42.12,0,No
2167-RRTIX,Female,1,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.09,3918.81,2,No
2168-BHTBK,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,40.93,2848.62,2,No
2169-ZGFJE,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.21,794.97,2,Yes
2170-KABXA,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,30.36,308.98,4,Yes
2171-SBUTW,Female,1,Yes,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.94,160.05,3,Yes
2172-UXDLV,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.97,1701.07,1,No
2173-TRAAX,Male,1,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.44,1633.39,1,Yes
2174-NDEKX,Female,1,No,No,30,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),73.73,2275.28,2,No
2175-WMPXM,Female,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1341.33,2,No
2176-XVZBP,Male,1,No,No,72,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.37,2567.29,2,No
2177-FNAQK,Male,1,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1009.46,2,No
2178-SCKEQ,Male,0,No,No,47,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.63,2546.05,0,Yes
2179-ZVGJK,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.51,4082.11,1,No
2180-CTJJN,Female,0,No,Yes,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,45.89,3051.34,3,No
2181-LOJJZ,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.01,597.49,2,Yes
2182-SAXZJ,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.6,4119.41,3,No
2183-BQXGG,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.3,1200.65,2,No
2184-TIVBN,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),73.42,1037.6,3,No
2185-QAITU,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,88.6,1621.79,2,No
2186-SDHMD,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.05,2548.14,2,No
2187-IIVRL,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,243.75,1,No
2188-JKGIF,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.11,3162.52,5,No
2189-SPOGP,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.93,261.17,0,No
2190-EPASE,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.46,1520.08,4,No
2191-GSVEQ,Male,1,Yes,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.01,752.55,2,Yes
2192-ZVHAB,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.85,384.27,0,Yes
2193-OTRKY,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.89,2102.14,1,No
2194-JXXDE,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.49,745.7,2,Yes
2195-DMYMR,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1080.2,1,No
2196-XBPAZ,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,404.42,4,No
2197-SICYG,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.55,1797.06,1,No
2198-JAJUI,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,76.86,577.66,1,No
2199-OOCYE,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.97,148.81,2,Yes
2200-IZVIW,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1309.61,1,No
2201-GXWLY,Female,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,108.16,0,No
2202-IFWBI,Female,1,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.58,2168.27,1,No
2203-QASFE,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1011.6,1,No
2204-BIZND,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.27,129.52,2,Yes
2205-DUOHZ,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,42.43,766.93,0,No
2206-DPUDP,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.52,45.81,1,No
2207-VLPSH,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,266.34,3,Yes
2208-FJERJ,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,84.08,1153.71,1,Yes
2209-JGRAG,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,26.71,825.67,1,No
2210-UAODT,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,65.13,4787.98,0,No
2211-JWIBN,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.32,234.77,0,Yes
2212-PABGJ,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.83,1025.05,0,Yes
2213-VTAMA,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.98,2178.42,3,No
2214-EPOQW,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,55.82,415.11,1,No
2215-PMKQQ,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.59,723.38,2,No
2216-BMNKJ,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.13,1052.08,1,Yes
2217-CQOIJ,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,86.72,6240.29,2,No
2218-HUMRE,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),68.71,2081.53,3,No
2219-FQKTP,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.59,928.9,4,No
2220-IBEAD,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.21,2475.56,0,No
2221-DVZYC,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.05,3106.67,1,No
2222-IVWLJ,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.01,2191.53,1,No
2223-BKJVF,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.6,682.25,2,No
2224-RBBJP,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,68.57,1083.48,4,No
2225-LAUHP,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.99,542.91,1,Yes
2226-RMOUL,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,66.35,925.54,0,No
