Date,Product,Quantity
2025-06-01,Laptop Pro X1,150
2025-06-02,Monitor 27inch,76
2025-06-02,Mechanical Keyboard,155
2025-06-02,Wireless Mouse,180
2025-06-02,Laptop Pro X1,143
2025-06-02,USB-C Hub,128
2025-06-03,Mechanical Keyboard,143
2025-06-03,Monitor 27inch,68
2025-06-03,USB-C Hub,119
2025-06-03,Wireless Mouse,197
2025-06-03,Laptop Pro X1,153
2025-06-04,USB-C Hub,117
2025-06-04,Wireless Mouse,201
2025-06-04,Monitor 27inch,71
2025-06-04,Mechanical Keyboard,145
2025-06-04,Laptop Pro X1,135
2025-06-05,Monitor 27inch,71
2025-06-05,USB-C Hub,126
2025-06-05,Mechanical Keyboard,162
2025-06-05,Wireless Mouse,189
2025-06-05,Laptop Pro X1,119
2025-06-06,USB-C Hub,141
2025-06-06,Wireless Mouse,204
2025-06-06,Laptop Pro X1,141
2025-06-06,Monitor 27inch,73
2025-06-06,Mechanical Keyboard,138
2025-06-07,Laptop Pro X1,157
2025-06-07,Wireless Mouse,227
2025-06-07,USB-C Hub,139
2025-06-07,Monitor 27inch,96
2025-06-07,Mechanical Keyboard,166
2025-06-08,Wireless Mouse,218
2025-06-08,Mechanical Keyboard,158
2025-06-08,USB-C Hub,146
2025-06-08,Laptop Pro X1,161
2025-06-08,Monitor 27inch,94
2025-06-09,Monitor 27inch,80
2025-06-09,USB-C Hub,134
2025-06-09,Mechanical Keyboard,159
2025-06-09,Wireless Mouse,188
2025-06-09,Laptop Pro X1,144
2025-06-10,USB-C Hub,134
2025-06-10,Wireless Mouse,186
2025-06-10,Mechanical Keyboard,162
2025-06-10,Laptop Pro X1,161
2025-06-10,Monitor 27inch,75
2025-06-11,Laptop Pro X1,132
2025-06-11,Mechanical Keyboard,161
2025-06-11,Wireless Mouse,197
2025-06-11,Monitor 27inch,56
2025-06-11,USB-C Hub,128
2025-06-12,Mechanical Keyboard,134
2025-06-12,Wireless Mouse,186
2025-06-12,Laptop Pro X1,138
2025-06-12,Monitor 27inch,65
2025-06-12,USB-C Hub,128
2025-06-13,Mechanical Keyboard,163
2025-06-13,Wireless Mouse,190
2025-06-13,Laptop Pro X1,127
2025-06-13,Monitor 27inch,73
2025-06-13,USB-C Hub,146
2025-06-14,USB-C Hub,147
2025-06-14,Mechanical Keyboard,171
2025-06-14,Wireless Mouse,207
2025-06-14,Monitor 27inch,88
2025-06-14,Laptop Pro X1,160
2025-06-15,USB-C Hub,142
2025-06-15,Mechanical Keyboard,158
2025-06-15,Laptop Pro X1,161
2025-06-15,Monitor 27inch,88
2025-06-15,Wireless Mouse,225
2025-06-16,Wireless Mouse,182
2025-06-16,Mechanical Keyboard,131
2025-06-16,Monitor 27inch,70
2025-06-16,USB-C Hub,126
2025-06-16,Laptop Pro X1,131
2025-06-17,Wireless Mouse,190
2025-06-17,Monitor 27inch,71
2025-06-17,USB-C Hub,131
2025-06-17,Mechanical Keyboard,144
2025-06-17,Laptop Pro X1,150
2025-06-18,Monitor 27inch,55
2025-06-18,Wireless Mouse,191
2025-06-18,USB-C Hub,139
2025-06-18,Laptop Pro X1,139
2025-06-18,Mechanical Keyboard,133
2025-06-19,Laptop Pro X1,139
2025-06-19,Monitor 27inch,67
2025-06-19,Wireless Mouse,183
2025-06-19,USB-C Hub,136
2025-06-19,Mechanical Keyboard,140
2025-06-20,Wireless Mouse,202
2025-06-20,USB-C Hub,120
2025-06-20,Laptop Pro X1,135
2025-06-20,Mechanical Keyboard,143
2025-06-20,Monitor 27inch,69
2025-06-21,Wireless Mouse,216
2025-06-21,USB-C Hub,149
2025-06-21,Mechanical Keyboard,178
2025-06-21,Laptop Pro X1,167
2025-06-21,Monitor 27inch,96
2025-06-22,USB-C Hub,149
2025-06-22,Monitor 27inch,72
2025-06-22,Laptop Pro X1,155
2025-06-22,Wireless Mouse,203
2025-06-22,Mechanical Keyboard,174
2025-06-23,Monitor 27inch,78
2025-06-23,Wireless Mouse,169
2025-06-23,Laptop Pro X1,142
2025-06-23,USB-C Hub,126
2025-06-23,Mechanical Keyboard,135
2025-06-24,Laptop Pro X1,142
2025-06-24,USB-C Hub,150
2025-06-24,Mechanical Keyboard,150
2025-06-24,Wireless Mouse,187
2025-06-24,Monitor 27inch,80
2025-06-25,Laptop Pro X1,126
2025-06-25,Wireless Mouse,191
2025-06-25,USB-C Hub,130
2025-06-25,Mechanical Keyboard,129
2025-06-25,Monitor 27inch,68
2025-06-26,Wireless Mouse,202
2025-06-26,Laptop Pro X1,131
2025-06-26,USB-C Hub,148
2025-06-26,Mechanical Keyboard,158
2025-06-26,Monitor 27inch,84
2025-06-27,Laptop Pro X1,171
2025-06-27,Wireless Mouse,200
2025-06-27,Monitor 27inch,97
2025-06-27,USB-C Hub,152
2025-06-27,Mechanical Keyboard,181
2025-06-28,USB-C Hub,180
2025-06-28,Mechanical Keyboard,183
2025-06-28,Laptop Pro X1,169
2025-06-28,Wireless Mouse,241
2025-06-28,Monitor 27inch,121
2025-06-29,Mechanical Keyboard,188
2025-06-29,USB-C Hub,165
2025-06-29,Wireless Mouse,216
2025-06-29,Monitor 27inch,100
2025-06-29,Laptop Pro X1,186
2025-06-30,Monitor 27inch,90
2025-06-30,Mechanical Keyboard,174
2025-06-30,Wireless Mouse,212
2025-06-30,Laptop Pro X1,165
2025-06-30,USB-C Hub,137
2025-07-01,Mechanical Keyboard,151
2025-07-01,Monitor 27inch,71
2025-07-01,Wireless Mouse,195
2025-07-01,Laptop Pro X1,141
2025-07-01,USB-C Hub,115
2025-07-02,Monitor 27inch,65
2025-07-02,Mechanical Keyboard,152
2025-07-02,USB-C Hub,126
2025-07-02,Wireless Mouse,186
2025-07-02,Laptop Pro X1,132
2025-07-03,USB-C Hub,142
2025-07-03,Wireless Mouse,209
2025-07-03,Mechanical Keyboard,143
2025-07-03,Laptop Pro X1,133
2025-07-03,Monitor 27inch,61
2025-07-04,Wireless Mouse,180
2025-07-04,Laptop Pro X1,135
2025-07-04,USB-C Hub,141
2025-07-04,Monitor 27inch,70
2025-07-04,Mechanical Keyboard,130
2025-07-05,Monitor 27inch,89
2025-07-05,Laptop Pro X1,147
2025-07-05,Mechanical Keyboard,166
2025-07-05,Wireless Mouse,225
2025-07-05,USB-C Hub,155
2025-07-06,Monitor 27inch,90
2025-07-06,Laptop Pro X1,165
2025-07-06,Mechanical Keyboard,182
2025-07-06,Wireless Mouse,221
2025-07-06,USB-C Hub,157
2025-07-07,Monitor 27inch,38
2025-07-07,Laptop Pro X1,140
2025-07-07,Mechanical Keyboard,170
2025-07-07,USB-C Hub,141
2025-07-07,Wireless Mouse,182
2025-07-08,Wireless Mouse,202
2025-07-08,Mechanical Keyboard,152
2025-07-08,Monitor 27inch,78
2025-07-08,USB-C Hub,145
2025-07-08,Laptop Pro X1,150
2025-07-09,Mechanical Keyboard,143
2025-07-09,Monitor 27inch,67
2025-07-09,USB-C Hub,125
2025-07-09,Laptop Pro X1,136
2025-07-09,Wireless Mouse,195
2025-07-10,Monitor 27inch,78
2025-07-10,USB-C Hub,130
2025-07-10,Wireless Mouse,195
2025-07-10,Mechanical Keyboard,147
2025-07-10,Laptop Pro X1,134
2025-07-11,Wireless Mouse,199
2025-07-11,USB-C Hub,125
2025-07-11,Laptop Pro X1,157
2025-07-11,Mechanical Keyboard,144
2025-07-11,Monitor 27inch,56
2025-07-12,Wireless Mouse,219
2025-07-12,USB-C Hub,162
2025-07-12,Laptop Pro X1,183
2025-07-12,Mechanical Keyboard,162
2025-07-12,Monitor 27inch,88
2025-07-13,Wireless Mouse,213
2025-07-13,Mechanical Keyboard,172
2025-07-13,Monitor 27inch,76
2025-07-13,USB-C Hub,162
2025-07-13,Laptop Pro X1,153
2025-07-14,Monitor 27inch,95
2025-07-14,Wireless Mouse,195
2025-07-14,USB-C Hub,125
2025-07-14,Laptop Pro X1,127
2025-07-14,Mechanical Keyboard,164
2025-07-15,Monitor 27inch,59
2025-07-15,Wireless Mouse,195
2025-07-15,USB-C Hub,125
2025-07-15,Laptop Pro X1,127
2025-07-15,Mechanical Keyboard,151
2025-07-16,Wireless Mouse,214
2025-07-16,USB-C Hub,113
2025-07-16,Mechanical Keyboard,139
2025-07-16,Laptop Pro X1,137
2025-07-16,Monitor 27inch,81
2025-07-17,Monitor 27inch,72
2025-07-17,Laptop Pro X1,146
2025-07-17,Wireless Mouse,189
2025-07-17,USB-C Hub,132
2025-07-17,Mechanical Keyboard,146
2025-07-18,Wireless Mouse,177
2025-07-18,Mechanical Keyboard,150
2025-07-18,Monitor 27inch,79
2025-07-18,Laptop Pro X1,139
2025-07-18,USB-C Hub,120
2025-07-19,Monitor 27inch,78
2025-07-19,USB-C Hub,152
2025-07-19,Mechanical Keyboard,167
2025-07-19,Laptop Pro X1,165
2025-07-19,Wireless Mouse,225
2025-07-20,Mechanical Keyboard,160
2025-07-20,Wireless Mouse,208
2025-07-20,Monitor 27inch,80
2025-07-20,Laptop Pro X1,165
2025-07-20,USB-C Hub,154
2025-07-21,Monitor 27inch,87
2025-07-21,Wireless Mouse,201
2025-07-21,Mechanical Keyboard,148
2025-07-21,Laptop Pro X1,144
2025-07-21,USB-C Hub,127
2025-07-22,USB-C Hub,121
2025-07-22,Monitor 27inch,68
2025-07-22,Laptop Pro X1,138
2025-07-22,Wireless Mouse,201
2025-07-22,Mechanical Keyboard,147
2025-07-23,USB-C Hub,131
2025-07-23,Laptop Pro X1,141
2025-07-23,Monitor 27inch,74
2025-07-23,Wireless Mouse,216
2025-07-23,Mechanical Keyboard,153
2025-07-24,Monitor 27inch,65
2025-07-24,Laptop Pro X1,136
2025-07-24,Wireless Mouse,196
2025-07-24,Mechanical Keyboard,164
2025-07-24,USB-C Hub,117
2025-07-25,Mechanical Keyboard,133
2025-07-25,Wireless Mouse,198
2025-07-25,Monitor 27inch,89
2025-07-25,USB-C Hub,120
2025-07-25,Laptop Pro X1,160
2025-07-26,Wireless Mouse,236
2025-07-26,Monitor 27inch,125
2025-07-26,Mechanical Keyboard,186
2025-07-26,USB-C Hub,149
2025-07-26,Laptop Pro X1,181
2025-07-27,Monitor 27inch,112
2025-07-27,Mechanical Keyboard,168
2025-07-27,Laptop Pro X1,176
2025-07-27,USB-C Hub,177
2025-07-27,Wireless Mouse,233
2025-07-28,Monitor 27inch,99
2025-07-28,Wireless Mouse,202
2025-07-28,USB-C Hub,149
2025-07-28,Mechanical Keyboard,167
2025-07-28,Laptop Pro X1,156
2025-07-29,Laptop Pro X1,154
2025-07-29,Monitor 27inch,73
2025-07-29,Wireless Mouse,207
2025-07-29,USB-C Hub,164
2025-07-29,Mechanical Keyboard,161
2025-07-30,Wireless Mouse,203
2025-07-30,Mechanical Keyboard,157
2025-07-30,Monitor 27inch,83
2025-07-30,USB-C Hub,157
2025-07-30,Laptop Pro X1,158
2025-07-31,Mechanical Keyboard,176
2025-07-31,USB-C Hub,147
2025-07-31,Monitor 27inch,77
2025-07-31,Laptop Pro X1,160
2025-07-31,Wireless Mouse,211
2025-08-01,USB-C Hub,123
2025-08-01,Wireless Mouse,199
2025-08-01,Laptop Pro X1,137
2025-08-01,Monitor 27inch,44
2025-08-01,Mechanical Keyboard,132
2025-08-02,USB-C Hub,167
2025-08-02,Laptop Pro X1,167
2025-08-02,Mechanical Keyboard,157
2025-08-02,Monitor 27inch,92
2025-08-02,Wireless Mouse,211
2025-08-03,USB-C Hub,159
2025-08-03,Mechanical Keyboard,189
2025-08-03,Wireless Mouse,203
2025-08-03,Laptop Pro X1,162
2025-08-03,Monitor 27inch,106
2025-08-04,Laptop Pro X1,152
2025-08-04,USB-C Hub,146
2025-08-04,Monitor 27inch,77
2025-08-04,Mechanical Keyboard,157
2025-08-04,Wireless Mouse,200
2025-08-05,Monitor 27inch,79
2025-08-05,Mechanical Keyboard,163
2025-08-05,Laptop Pro X1,140
2025-08-05,Wireless Mouse,176
2025-08-05,USB-C Hub,117
2025-08-06,Monitor 27inch,66
2025-08-06,Wireless Mouse,184
2025-08-06,Laptop Pro X1,142
2025-08-06,USB-C Hub,128
2025-08-06,Mechanical Keyboard,141
2025-08-07,Wireless Mouse,205
2025-08-07,Laptop Pro X1,139
2025-08-07,USB-C Hub,120
2025-08-07,Mechanical Keyboard,156
2025-08-07,Monitor 27inch,74
2025-08-08,Mechanical Keyboard,156
2025-08-08,Wireless Mouse,200
2025-08-08,USB-C Hub,127
2025-08-08,Laptop Pro X1,142
2025-08-08,Monitor 27inch,77
2025-08-09,Wireless Mouse,203
2025-08-09,Laptop Pro X1,180
2025-08-09,USB-C Hub,154
2025-08-09,Monitor 27inch,105
2025-08-09,Mechanical Keyboard,185
2025-08-10,Wireless Mouse,224
2025-08-10,Monitor 27inch,72
2025-08-10,Mechanical Keyboard,194
2025-08-10,USB-C Hub,157
2025-08-10,Laptop Pro X1,171
2025-08-11,Monitor 27inch,82
2025-08-11,USB-C Hub,145
2025-08-11,Wireless Mouse,208
2025-08-11,Laptop Pro X1,134
2025-08-11,Mechanical Keyboard,143
2025-08-12,Mechanical Keyboard,158
2025-08-12,Laptop Pro X1,131
2025-08-12,Monitor 27inch,68
2025-08-12,USB-C Hub,129
2025-08-12,Wireless Mouse,200
2025-08-13,Monitor 27inch,67
2025-08-13,Laptop Pro X1,138
2025-08-13,Wireless Mouse,202
2025-08-13,Mechanical Keyboard,153
2025-08-13,USB-C Hub,128
2025-08-14,Monitor 27inch,75
2025-08-14,Wireless Mouse,200
2025-08-14,Laptop Pro X1,141
2025-08-14,Mechanical Keyboard,145
2025-08-14,USB-C Hub,127
2025-08-15,Wireless Mouse,194
2025-08-15,Laptop Pro X1,130
2025-08-15,Monitor 27inch,67
2025-08-15,USB-C Hub,132
2025-08-15,Mechanical Keyboard,165
2025-08-16,Wireless Mouse,210
2025-08-16,Mechanical Keyboard,179
2025-08-16,Laptop Pro X1,162
2025-08-16,Monitor 27inch,83
2025-08-16,USB-C Hub,155
2025-08-17,Monitor 27inch,100
2025-08-17,Wireless Mouse,206
2025-08-17,Laptop Pro X1,160
2025-08-17,USB-C Hub,177
2025-08-17,Mechanical Keyboard,153
2025-08-18,Wireless Mouse,178
2025-08-18,Monitor 27inch,89
2025-08-18,Laptop Pro X1,140
2025-08-18,USB-C Hub,120
2025-08-18,Mechanical Keyboard,160
2025-08-19,Monitor 27inch,75
2025-08-19,Laptop Pro X1,145
2025-08-19,USB-C Hub,147
2025-08-19,Wireless Mouse,179
2025-08-19,Mechanical Keyboard,143
2025-08-20,Mechanical Keyboard,146
2025-08-20,Wireless Mouse,207
2025-08-20,USB-C Hub,144
2025-08-20,Laptop Pro X1,144
2025-08-20,Monitor 27inch,82
2025-08-21,Monitor 27inch,71
2025-08-21,Laptop Pro X1,145
2025-08-21,Mechanical Keyboard,157
2025-08-21,USB-C Hub,136
2025-08-21,Wireless Mouse,198
2025-08-22,Wireless Mouse,199
2025-08-22,Monitor 27inch,84
2025-08-22,Laptop Pro X1,154
2025-08-22,Mechanical Keyboard,161
2025-08-22,USB-C Hub,142
2025-08-23,Monitor 27inch,90
2025-08-23,Laptop Pro X1,164
2025-08-23,Wireless Mouse,200
2025-08-23,Mechanical Keyboard,165
2025-08-23,USB-C Hub,141
2025-08-24,Mechanical Keyboard,175
2025-08-24,Monitor 27inch,89
2025-08-24,USB-C Hub,156
2025-08-24,Laptop Pro X1,150
2025-08-24,Wireless Mouse,219
2025-08-25,Laptop Pro X1,140
2025-08-25,USB-C Hub,151
2025-08-25,Monitor 27inch,88
2025-08-25,Wireless Mouse,194
2025-08-25,Mechanical Keyboard,163
2025-08-26,Wireless Mouse,207
2025-08-26,Monitor 27inch,100
2025-08-26,USB-C Hub,144
2025-08-26,Mechanical Keyboard,169
2025-08-26,Laptop Pro X1,163
2025-08-27,Wireless Mouse,202
2025-08-27,Laptop Pro X1,164
2025-08-27,USB-C Hub,155
2025-08-27,Mechanical Keyboard,173
2025-08-27,Monitor 27inch,95
2025-08-28,Wireless Mouse,214
2025-08-28,Mechanical Keyboard,156
2025-08-28,Monitor 27inch,95
2025-08-28,USB-C Hub,129
2025-08-28,Laptop Pro X1,157
2025-08-29,Mechanical Keyboard,165
2025-08-29,Laptop Pro X1,168
2025-08-29,USB-C Hub,136
2025-08-29,Wireless Mouse,218
2025-08-29,Monitor 27inch,98
2025-08-30,Wireless Mouse,231
2025-08-30,Mechanical Keyboard,183
2025-08-30,Monitor 27inch,115
2025-08-30,Laptop Pro X1,181
2025-08-30,USB-C Hub,168
2025-08-31,Laptop Pro X1,187
2025-08-31,Wireless Mouse,244
2025-08-31,Mechanical Keyboard,183
2025-08-31,Monitor 27inch,112
2025-08-31,USB-C Hub,181
2025-09-01,Monitor 27inch,62
2025-09-01,Laptop Pro X1,140
2025-09-01,Wireless Mouse,202
2025-09-01,USB-C Hub,131
2025-09-01,Mechanical Keyboard,152
2025-09-02,Laptop Pro X1,166
2025-09-02,USB-C Hub,135
2025-09-02,Mechanical Keyboard,148
2025-09-02,Monitor 27inch,67
2025-09-02,Wireless Mouse,202
2025-09-03,Monitor 27inch,71
2025-09-03,Mechanical Keyboard,164
2025-09-03,USB-C Hub,140
2025-09-03,Laptop Pro X1,148
2025-09-03,Wireless Mouse,178
2025-09-04,Mechanical Keyboard,164
2025-09-04,USB-C Hub,116
2025-09-04,Laptop Pro X1,132
2025-09-04,Wireless Mouse,199
2025-09-04,Monitor 27inch,86
2025-09-05,USB-C Hub,127
2025-09-05,Wireless Mouse,193
2025-09-05,Mechanical Keyboard,158
2025-09-05,Monitor 27inch,67
2025-09-05,Laptop Pro X1,126
2025-09-06,Wireless Mouse,225
2025-09-06,Laptop Pro X1,163
2025-09-06,Mechanical Keyboard,164
2025-09-06,Monitor 27inch,108
2025-09-06,USB-C Hub,159
2025-09-07,USB-C Hub,136
2025-09-07,Mechanical Keyboard,181
2025-09-07,Monitor 27inch,90
2025-09-07,Wireless Mouse,217
2025-09-07,Laptop Pro X1,164
2025-09-08,Wireless Mouse,188
2025-09-08,USB-C Hub,129
2025-09-08,Mechanical Keyboard,120
2025-09-08,Laptop Pro X1,145
2025-09-08,Monitor 27inch,44
2025-09-09,Monitor 27inch,77
2025-09-09,Wireless Mouse,206
2025-09-09,USB-C Hub,125
2025-09-09,Laptop Pro X1,143
2025-09-09,Mechanical Keyboard,143
2025-09-10,Monitor 27inch,84
2025-09-10,Wireless Mouse,206
2025-09-10,USB-C Hub,141
2025-09-10,Laptop Pro X1,154
2025-09-10,Mechanical Keyboard,163
2025-09-11,USB-C Hub,136
2025-09-11,Wireless Mouse,186
2025-09-11,Mechanical Keyboard,160
2025-09-11,Laptop Pro X1,135
2025-09-11,Monitor 27inch,76
2025-09-12,Wireless Mouse,195
2025-09-12,Monitor 27inch,83
2025-09-12,Laptop Pro X1,131
2025-09-12,Mechanical Keyboard,147
2025-09-12,USB-C Hub,122
2025-09-13,Mechanical Keyboard,167
2025-09-13,USB-C Hub,148
2025-09-13,Laptop Pro X1,174
2025-09-13,Wireless Mouse,223
2025-09-13,Monitor 27inch,99
2025-09-14,Monitor 27inch,98
2025-09-14,USB-C Hub,157
2025-09-14,Mechanical Keyboard,177
2025-09-14,Wireless Mouse,222
2025-09-14,Laptop Pro X1,162
2025-09-15,Laptop Pro X1,154
2025-09-15,Monitor 27inch,81
2025-09-15,Mechanical Keyboard,152
2025-09-15,USB-C Hub,136
2025-09-15,Wireless Mouse,204
2025-09-16,USB-C Hub,144
2025-09-16,Mechanical Keyboard,169
2025-09-16,Wireless Mouse,194
2025-09-16,Laptop Pro X1,142
2025-09-16,Monitor 27inch,63
2025-09-17,Wireless Mouse,212
2025-09-17,Laptop Pro X1,158
2025-09-17,USB-C Hub,159
2025-09-17,Monitor 27inch,77
2025-09-17,Mechanical Keyboard,152
2025-09-18,USB-C Hub,142
2025-09-18,Monitor 27inch,74
2025-09-18,Wireless Mouse,209
2025-09-18,Mechanical Keyboard,146
2025-09-18,Laptop Pro X1,126
2025-09-19,USB-C Hub,142
2025-09-19,Laptop Pro X1,150
2025-09-19,Monitor 27inch,82
2025-09-19,Wireless Mouse,177
2025-09-19,Mechanical Keyboard,153
2025-09-20,Mechanical Keyboard,162
2025-09-20,Laptop Pro X1,168
2025-09-20,Wireless Mouse,224
2025-09-20,Monitor 27inch,112
2025-09-20,USB-C Hub,144
2025-09-21,USB-C Hub,155
2025-09-21,Wireless Mouse,213
2025-09-21,Laptop Pro X1,174
2025-09-21,Mechanical Keyboard,172
2025-09-21,Monitor 27inch,78
2025-09-22,Wireless Mouse,185
2025-09-22,Mechanical Keyboard,139
2025-09-22,Monitor 27inch,75
2025-09-22,Laptop Pro X1,159
2025-09-22,USB-C Hub,123
2025-09-23,Wireless Mouse,203
2025-09-23,Laptop Pro X1,153
2025-09-23,USB-C Hub,139
2025-09-23,Monitor 27inch,90
2025-09-23,Mechanical Keyboard,149
2025-09-24,Wireless Mouse,188
2025-09-24,Mechanical Keyboard,138
2025-09-24,USB-C Hub,140
2025-09-24,Laptop Pro X1,142
2025-09-24,Monitor 27inch,73
2025-09-25,Wireless Mouse,187
2025-09-25,USB-C Hub,122
2025-09-25,Laptop Pro X1,155
2025-09-25,Mechanical Keyboard,164
2025-09-25,Monitor 27inch,52
2025-09-26,Mechanical Keyboard,186
2025-09-26,Monitor 27inch,92
2025-09-26,Wireless Mouse,222
2025-09-26,USB-C Hub,166
2025-09-26,Laptop Pro X1,170
2025-09-27,Laptop Pro X1,176
2025-09-27,Mechanical Keyboard,175
2025-09-27,Wireless Mouse,228
2025-09-27,Monitor 27inch,99
2025-09-27,USB-C Hub,176
2025-09-28,Mechanical Keyboard,163
2025-09-28,Wireless Mouse,237
2025-09-28,Monitor 27inch,119
2025-09-28,USB-C Hub,157
2025-09-28,Laptop Pro X1,170
2025-09-29,Wireless Mouse,191
2025-09-29,USB-C Hub,155
2025-09-29,Monitor 27inch,93
2025-09-29,Laptop Pro X1,136
2025-09-29,Mechanical Keyboard,153
2025-09-30,Laptop Pro X1,160
2025-09-30,Mechanical Keyboard,177
2025-09-30,Wireless Mouse,222
2025-09-30,Monitor 27inch,103
2025-09-30,USB-C Hub,135
2025-10-01,Laptop Pro X1,156
2025-10-01,Monitor 27inch,81
2025-10-01,Mechanical Keyboard,149
2025-10-01,Wireless Mouse,200
2025-10-01,USB-C Hub,143
2025-10-02,Mechanical Keyboard,148
2025-10-02,USB-C Hub,158
2025-10-02,Monitor 27inch,79
2025-10-02,Laptop Pro X1,125
2025-10-02,Wireless Mouse,192
2025-10-03,Monitor 27inch,72
2025-10-03,USB-C Hub,127
2025-10-03,Wireless Mouse,197
2025-10-03,Mechanical Keyboard,126
2025-10-03,Laptop Pro X1,144
2025-10-04,Wireless Mouse,226
2025-10-04,Monitor 27inch,87
2025-10-04,Laptop Pro X1,160
2025-10-04,Mechanical Keyboard,180
2025-10-04,USB-C Hub,144
2025-10-05,Wireless Mouse,222
2025-10-05,Laptop Pro X1,158
2025-10-05,Monitor 27inch,126
2025-10-05,USB-C Hub,154
2025-10-05,Mechanical Keyboard,174
2025-10-06,USB-C Hub,141
2025-10-06,Wireless Mouse,206
2025-10-06,Mechanical Keyboard,161
2025-10-06,Laptop Pro X1,157
2025-10-06,Monitor 27inch,68
2025-10-07,Mechanical Keyboard,174
2025-10-07,Wireless Mouse,191
2025-10-07,Laptop Pro X1,153
2025-10-07,USB-C Hub,124
2025-10-07,Monitor 27inch,75
2025-10-08,Wireless Mouse,208
2025-10-08,Laptop Pro X1,144
2025-10-08,Mechanical Keyboard,154
2025-10-08,USB-C Hub,145
2025-10-08,Monitor 27inch,70
2025-10-09,Laptop Pro X1,132
2025-10-09,Mechanical Keyboard,163
2025-10-09,Wireless Mouse,204
2025-10-09,Monitor 27inch,91
2025-10-09,USB-C Hub,126
2025-10-10,Mechanical Keyboard,148
2025-10-10,Monitor 27inch,56
2025-10-10,Laptop Pro X1,129
2025-10-10,USB-C Hub,136
2025-10-10,Wireless Mouse,190
2025-10-11,Mechanical Keyboard,193
2025-10-11,Wireless Mouse,218
2025-10-11,Monitor 27inch,95
2025-10-11,USB-C Hub,168
2025-10-11,Laptop Pro X1,162
2025-10-12,USB-C Hub,149
2025-10-12,Monitor 27inch,93
2025-10-12,Laptop Pro X1,137
2025-10-12,Wireless Mouse,222
2025-10-12,Mechanical Keyboard,183
2025-10-13,USB-C Hub,141
2025-10-13,Mechanical Keyboard,151
2025-10-13,Wireless Mouse,198
2025-10-13,Monitor 27inch,66
2025-10-13,Laptop Pro X1,155
2025-10-14,Monitor 27inch,54
2025-10-14,USB-C Hub,125
2025-10-14,Laptop Pro X1,144
2025-10-14,Mechanical Keyboard,147
2025-10-14,Wireless Mouse,194
2025-10-15,USB-C Hub,127
2025-10-15,Laptop Pro X1,154
2025-10-15,Mechanical Keyboard,140
2025-10-15,Monitor 27inch,65
2025-10-15,Wireless Mouse,209
2025-10-16,Monitor 27inch,95
2025-10-16,USB-C Hub,115
2025-10-16,Wireless Mouse,196
2025-10-16,Laptop Pro X1,131
2025-10-16,Mechanical Keyboard,156
2025-10-17,Laptop Pro X1,153
2025-10-17,Mechanical Keyboard,162
2025-10-17,Wireless Mouse,194
2025-10-17,USB-C Hub,147
2025-10-17,Monitor 27inch,76
2025-10-18,Monitor 27inch,108
2025-10-18,Wireless Mouse,227
2025-10-18,USB-C Hub,161
2025-10-18,Mechanical Keyboard,182
2025-10-18,Laptop Pro X1,159
2025-10-19,Monitor 27inch,92
2025-10-19,Laptop Pro X1,154
2025-10-19,USB-C Hub,156
2025-10-19,Wireless Mouse,239
2025-10-19,Mechanical Keyboard,176
2025-10-20,USB-C Hub,144
2025-10-20,Mechanical Keyboard,158
2025-10-20,Laptop Pro X1,119
2025-10-20,Wireless Mouse,202
2025-10-20,Monitor 27inch,71
2025-10-21,Wireless Mouse,217
2025-10-21,Monitor 27inch,76
2025-10-21,USB-C Hub,133
2025-10-21,Laptop Pro X1,152
2025-10-21,Mechanical Keyboard,159
2025-10-22,Wireless Mouse,223
2025-10-22,Monitor 27inch,89
2025-10-22,USB-C Hub,150
2025-10-22,Laptop Pro X1,140
2025-10-22,Mechanical Keyboard,149
2025-10-23,Wireless Mouse,199
2025-10-23,Laptop Pro X1,131
2025-10-23,USB-C Hub,138
2025-10-23,Monitor 27inch,67
2025-10-23,Mechanical Keyboard,174
2025-10-24,Monitor 27inch,74
2025-10-24,Laptop Pro X1,147
2025-10-24,Mechanical Keyboard,157
2025-10-24,USB-C Hub,137
2025-10-24,Wireless Mouse,216
2025-10-25,Laptop Pro X1,163
2025-10-25,Wireless Mouse,208
2025-10-25,Mechanical Keyboard,174
2025-10-25,Monitor 27inch,97
2025-10-25,USB-C Hub,159
2025-10-26,USB-C Hub,165
2025-10-26,Mechanical Keyboard,187
2025-10-26,Monitor 27inch,104
2025-10-26,Laptop Pro X1,169
2025-10-26,Wireless Mouse,241
2025-10-27,Mechanical Keyboard,171
2025-10-27,Wireless Mouse,205
2025-10-27,Laptop Pro X1,140
2025-10-27,Monitor 27inch,100
2025-10-27,USB-C Hub,138
2025-10-28,Monitor 27inch,95
2025-10-28,USB-C Hub,145
2025-10-28,Wireless Mouse,209
2025-10-28,Mechanical Keyboard,185
2025-10-28,Laptop Pro X1,163
2025-10-29,Mechanical Keyboard,155
2025-10-29,USB-C Hub,150
2025-10-29,Laptop Pro X1,151
2025-10-29,Monitor 27inch,105
2025-10-29,Wireless Mouse,212
2025-10-30,Monitor 27inch,99
2025-10-30,Laptop Pro X1,156
2025-10-30,Mechanical Keyboard,161
2025-10-30,Wireless Mouse,217
2025-10-30,USB-C Hub,152
2025-10-31,Laptop Pro X1,161
2025-10-31,Mechanical Keyboard,167
2025-10-31,USB-C Hub,141
2025-10-31,Wireless Mouse,227
